adress,bond,name,rssi,time,type
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1544786698695,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1544786698775,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-88,1544786698845,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-75,1544786699371,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-75,1544786699480,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-76,1544786700023,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-80,1544786700293,1
00:1A:7D:DA:71:13,10,DESKTOP-0483D2U,-75,1544786700509,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-76,1544786700555,1
04:52:C7:CF:A4:0D,10,LE-Bose Revolve+ SoundLink,-72,1544786700705,3
4D:0B:AB:63:E8:C6,10,NA,-68,1544786700785,2
68:D5:EA:A1:BC:CC,10,NA,-77,1544786700788,2
E0:FE:13:46:36:D6,10,AirCube 000006A6,-92,1544786700790,2
5A:E5:C3:42:20:EE,10,NA,-76,1544786700791,2
4D:0B:AB:63:E8:C6,10,NA,-67,1544786700991,2
68:D5:EA:A1:BC:CC,10,NA,-81,1544786701035,2
54:F0:97:D3:D8:1C,10,NA,-85,1544786701154,2
6A:E5:CF:E3:2A:C8,10,NA,-95,1544786701192,2
4D:0B:AB:63:E8:C6,10,NA,-68,1544786701292,2
68:D5:EA:A1:BC:CC,10,NA,-76,1544786701309,2
54:F0:97:D3:D8:1C,10,NA,-82,1544786701366,2
4D:0B:AB:63:E8:C6,10,NA,-69,1544786701547,2
68:D5:EA:A1:BC:CC,10,NA,-88,1544786701565,2
5A:E5:C3:42:20:EE,10,NA,-80,1544786701605,2
4D:0B:AB:63:E8:C6,10,NA,-71,1544786701812,2
65:7D:48:DF:38:0C,10,NA,-92,1544786701854,2
68:D5:EA:A1:BC:CC,10,NA,-82,1544786702107,2
5A:E5:C3:42:20:EE,10,NA,-77,1544786702145,2
54:F0:97:D3:D8:1C,10,NA,-78,1544786702187,2
4D:0B:AB:63:E8:C6,10,NA,-71,1544786702353,2
68:D5:EA:A1:BC:CC,10,NA,-95,1544786702392,2
5A:E5:C3:42:20:EE,10,NA,-75,1544786702416,2
6A:E5:CF:E3:2A:C8,10,NA,-96,1544786702528,2
4D:0B:AB:63:E8:C6,10,NA,-75,1544786707811,2
5A:E5:C3:42:20:EE,10,NA,-89,1544786707853,2
EC:91:28:A9:C9:09,10,NA,-99,1544786707868,2
54:F0:97:D3:D8:1C,10,NA,-80,1544786707889,2
65:7D:48:DF:38:0C,10,NA,-89,1544786707913,2
6A:E5:CF:E3:2A:C8,10,NA,-91,1544786707923,2
4D:0B:AB:63:E8:C6,10,NA,-94,1544786708086,2
65:7D:48:DF:38:0C,10,NA,-86,1544786708101,2
5A:E5:C3:42:20:EE,10,NA,-96,1544786708121,2
54:F0:97:D3:D8:1C,10,NA,-79,1544786708169,2
6A:E5:CF:E3:2A:C8,10,NA,-86,1544786708414,2
4D:0B:AB:63:E8:C6,10,NA,-82,1544786708416,2
5A:E5:C3:42:20:EE,10,NA,-95,1544786708421,2
54:F0:97:D3:D8:1C,10,NA,-70,1544786708465,2
6A:E5:CF:E3:2A:C8,10,NA,-89,1544786708482,2
68:D5:EA:A1:BC:CC,10,NA,-86,1544786708631,2
5A:E5:C3:42:20:EE,10,NA,-89,1544786708663,2
54:F0:97:D3:D8:1C,10,NA,-71,1544786708746,2
68:D5:EA:A1:BC:CC,10,NA,-90,1544786708904,2
54:F0:97:D3:D8:1C,10,NA,-70,1544786708981,2
65:7D:48:DF:38:0C,10,NA,-97,1544786709025,2
70:30:38:E7:21:9A,10,NA,-89,1544786709140,2
54:F0:97:D3:D8:1C,10,NA,-73,1544786709264,2
54:F0:97:D3:D8:1C,10,NA,-67,1544786709534,2
EC:08:9C:E1:18:36,10,NA,-100,1544786709713,2
68:D5:EA:A1:BC:CC,10,NA,-88,1544786709727,2
54:F0:97:D3:D8:1C,10,NA,-76,1544786709810,2
6A:E5:CF:E3:2A:C8,10,NA,-87,1544786709958,2
54:F0:97:D3:D8:1C,10,NA,-67,1544786710073,2
6A:E5:CF:E3:2A:C8,10,NA,-89,1544786710149,2
4D:0B:AB:63:E8:C6,10,NA,-81,1544786710366,2
48:4A:A3:CE:EE:AD,10,NA,-99,1544786710371,2
6A:E5:CF:E3:2A:C8,10,NA,-89,1544786710379,2
EC:2A:B9:6B:46:0B,10,NA,-94,1544786710432,2
EC:96:D6:EC:F2:13,10,NA,-97,1544786710441,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786742102,2
4C:70:4C:7D:74:A2,10,NA,-79,1544786742127,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786742135,2
5A:EB:24:BB:09:64,10,NA,-68,1544786742161,2
5D:3C:5E:4A:36:8F,10,NA,-77,1544786742168,2
62:D2:44:AC:6E:CA,10,NA,-93,1544786742188,2
51:FD:FF:DB:9D:CF,10,NA,-91,1544786742197,2
5D:3C:5E:4A:36:8F,10,NA,-78,1544786742205,2
48:9A:FE:3A:A3:78,10,NA,-86,1544786742213,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786742231,2
7D:5F:64:77:E6:5A,10,NA,-91,1544786742273,2
EC:6C:09:40:DF:4C,10,NA,-96,1544786742308,2
54:C5:6D:0D:84:6B,10,NA,-83,1544786742313,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786742321,2
EC:BB:E9:A7:38:CD,10,NA,-94,1544786742344,2
4C:70:4C:7D:74:A2,10,NA,-82,1544786742397,2
5D:3C:5E:4A:36:8F,10,NA,-77,1544786742416,2
