adress,bond,name,rssi,time,type
C8:28:32:2E:06:2B,10,ISIMIBOX,-94,1544786290882,3
CE:76:A2:01:AA:EC,10,NOTCH 28.,-91,1544786293406,2
4B:6C:DD:B0:03:3C,10,NA,-83,1544786293412,2
48:4A:A3:CE:EE:AD,10,NA,-78,1544786293421,2
F5:FD:2C:8E:4D:58,10,NA,-93,1544786293464,2
59:73:08:B4:73:18,10,NA,-97,1544786293540,2
01:65:E5:16:F8:E3,10,NA,-98,1544786293565,2
7A:00:F4:38:84:BC,10,NA,-81,1544786293631,2
F4:FD:2B:10:06:34,10,ZOYI,-89,1544786293720,2
74:28:FA:4C:01:5B,10,NA,-85,1544786293735,2
6E:84:18:8B:65:5D,10,NA,-70,1544786294138,2
22:22:8E:C5:74:E7,10,NU200_D8E294,-84,1544786295747,1
C8:28:32:2E:06:2B,10,ISIMIBOX,-78,1544786296422,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-78,1544786296432,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-82,1544786296891,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-84,1544786297151,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-82,1544786297737,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-79,1544786299051,3
57:C1:A2:B9:7B:52,10,NA,-70,1544786300826,2
5F:5B:B9:63:DD:62,10,NA,-88,1544786303269,2
C8:28:32:2E:06:2B,10,ISIMIBOX,-87,1544786307774,3
5A:EB:24:BB:09:64,10,NA,-72,1544786310633,2
5D:3C:5E:4A:36:8F,10,NA,-85,1544786310640,2
63:F1:E1:A5:CF:F2,10,NA,-91,1544786310653,2
48:3F:8D:C6:9E:48,10,NA,-75,1544786310673,2
5D:3C:5E:4A:36:8F,10,NA,-79,1544786310685,2
5D:3C:5E:4A:36:8F,10,NA,-83,1544786310703,2
4D:80:63:A1:8D:D1,10,NA,-76,1544786310733,2
48:37:2F:D6:AE:9D,10,NA,-71,1544786310987,2
5D:3C:5E:4A:36:8F,10,NA,-85,1544786311208,2
EC:08:9C:E1:18:36,10,NA,-95,1544786311231,2
01:65:E5:16:F8:E3,10,NA,-96,1544786311339,2
E9:2A:A1:8C:AB:D8,10,LHB-62561A89,-92,1544786311528,2
EC:B3:56:F2:BB:14,10,NA,-98,1544786311598,2
EC:63:E8:D7:3B:3E,10,NA,-87,1544786311755,2
5D:3C:5E:4A:36:8F,10,NA,-80,1544786312241,2
5D:3C:5E:4A:36:8F,10,NA,-80,1544786312557,2
EC:96:D6:EC:F2:13,10,NA,-95,1544786317818,2
EC:6C:09:40:DF:4C,10,NA,-88,1544786318433,2
5A:EB:24:BB:09:64,10,NA,-65,1544786318522,2
54:C5:6D:0D:84:6B,10,NA,-76,1544786318583,2
EC:BB:E9:A7:38:CD,10,NA,-87,1544786318610,2
63:A9:A3:52:38:30,10,NA,-81,1544786319238,2
EC:08:9C:E1:18:36,10,NA,-91,1544786319300,2
01:65:E5:16:F8:E3,10,NA,-95,1544786319373,2
5D:3C:5E:4A:36:8F,10,NA,-82,1544786319381,2
5D:3C:5E:4A:36:8F,10,NA,-71,1544786319607,2
5D:3C:5E:4A:36:8F,10,NA,-77,1544786319702,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786319817,2
43:1E:DF:6D:1B:3A,10,NA,-81,1544786319833,2
5D:3C:5E:4A:36:8F,10,NA,-78,1544786319846,2
4D:F1:28:70:17:AA,10,NA,-85,1544786319855,2
54:F0:97:D3:D8:1C,10,NA,-87,1544786319876,2
5A:EB:24:BB:09:64,10,NA,-74,1544786319888,2
5D:3C:5E:4A:36:8F,10,NA,-80,1544786319895,2
5D:3C:5E:4A:36:8F,10,NA,-79,1544786319921,2
5D:3C:5E:4A:36:8F,10,NA,-79,1544786319985,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786320150,2
5A:EB:24:BB:09:64,10,NA,-81,1544786320163,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786320190,2
43:1E:DF:6D:1B:3A,10,NA,-79,1544786320370,2
5A:EB:24:BB:09:64,10,NA,-81,1544786320419,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786320475,2
5D:3C:5E:4A:36:8F,10,NA,-79,1544786320502,2
51:FD:FF:DB:9D:CF,10,NA,-86,1544786320512,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786320565,2
68:16:DD:A0:68:AE,10,NA,-85,1544786320584,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786320603,2
5D:3C:5E:4A:36:8F,10,NA,-77,1544786320630,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786320661,2
54:F0:97:D3:D8:1C,10,NA,-87,1544786320676,2
5D:3C:5E:4A:36:8F,10,NA,-74,1544786320694,2
