adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
30:30:40:44:93:A9,255,10,NA,1,-89,0,1544780631118,127,0
33:A4:60:B8:DA:FA,255,10,NA,1,-96,0,1544780631134,127,0
2C:40:D6:84:D5:E8,255,10,NA,1,-93,0,1544780631146,127,0
3F:C1:C8:8B:5F:0D,255,10,NA,1,-93,0,1544780631147,127,0
21:98:90:F7:2C:B6,255,10,NA,1,-91,0,1544780631198,127,0
30:30:40:44:93:A9,255,10,NA,1,-91,0,1544780631211,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-94,0,1544780631212,127,0
08:40:C9:2C:98:02,255,10,NA,1,-85,0,1544780631292,127,0
21:98:90:F7:2C:B6,255,10,NA,1,-88,0,1544780631293,127,0
06:BF:BA:9E:EA:41,255,10,NA,1,-98,0,1544780631306,127,0
30:30:40:44:93:A9,255,10,NA,1,-91,0,1544780631307,127,0
33:A4:60:B8:DA:FA,255,10,NA,1,-90,0,1544780631344,127,0
2C:40:D6:84:D5:E8,255,10,NA,1,-91,0,1544780631345,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-92,0,1544780631375,127,0
21:98:90:F7:2C:B6,255,10,NA,1,-90,0,1544780631411,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-90,0,1544780631412,127,2
08:40:C9:2C:98:02,255,10,NA,1,-87,0,1544780631474,127,0
06:BF:BA:9E:EA:41,255,10,NA,1,-96,0,1544780631503,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-100,0,1544780631516,127,0
33:A4:60:B8:DA:FA,255,10,NA,1,-89,0,1544780631550,127,0
2C:40:D6:84:D5:E8,255,10,NA,1,-82,0,1544780631551,127,0
08:40:C9:2C:98:02,255,10,NA,1,-89,0,1544780631579,127,0
33:A4:60:B8:DA:FA,255,10,NA,1,-87,0,1544780631659,127,0
2C:40:D6:84:D5:E8,255,10,NA,1,-81,0,1544780631662,127,0
08:40:C9:2C:98:02,255,10,NA,1,-95,0,1544780631690,127,0
06:BF:BA:9E:EA:41,255,10,NA,1,-94,0,1544780631724,127,0
21:98:90:F7:2C:B6,255,10,NA,1,-91,0,1544780631727,127,0
2C:40:D6:84:D5:E8,255,10,NA,1,-81,0,1544780631769,127,0
