adress,bond,name,rssi,time,type
C8:28:32:2E:06:2B,10,ISIMIBOX,-91,1544780637153,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-85,1544780637723,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-77,1544780639257,3
70:30:38:E7:21:9A,10,NA,-81,1544780692527,2
70:30:38:E7:21:9A,10,NA,-77,1544780692695,2
EC:96:D6:EC:F2:13,10,NA,-92,1544780693454,2
EC:BB:E9:A7:38:CD,10,NA,-95,1544780693929,2
0C:A6:94:1D:DC:4F,10,HK Nova,-88,1544780697865,1
EC:BB:E9:A7:38:CD,10,NA,-81,1544780699960,2
EC:91:28:A9:C9:09,10,NA,-90,1544780699980,2
EC:6C:09:40:DF:4C,10,NA,-87,1544780700343,2
5D:3C:5E:4A:36:8F,10,NA,-86,1544780700347,2
EC:2A:B9:6B:46:0B,10,NA,-84,1544780700349,2
EC:B3:56:F2:BB:14,10,NA,-86,1544780700381,2
