adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
33:AB:D8:E7:24:92,255,10,NA,1,-90,0,1544786656025,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-77,0,1544786658057,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-88,0,1544786660063,127,0
15:12:16:8D:20:A8,255,10,NA,1,-86,0,1544786660066,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-75,0,1544786660078,127,0
3E:00:BB:3D:53:31,255,10,NA,1,-91,0,1544786666043,127,0
21:92:C5:30:8E:2A,255,10,NA,1,-91,0,1544786668057,127,0
21:2B:E4:6E:64:00,255,10,NA,1,-97,0,1544786668308,127,0
07:F9:BE:1F:FA:16,255,10,NA,1,-98,0,1544786668329,127,0
22:49:9B:9D:12:A2,255,10,NA,1,-80,0,1544786668332,127,0
3E:00:BB:3D:53:31,255,10,NA,1,-83,0,1544786668353,127,0
0E:D5:10:71:AD:FD,255,10,NA,1,-93,0,1544786668371,127,0
15:12:16:8D:20:A8,255,10,NA,1,-87,0,1544786668374,127,0
21:92:C5:30:8E:2A,255,10,NA,1,-90,0,1544786668381,127,0
36:FF:0C:3B:7B:1D,255,10,NA,1,-95,0,1544786668396,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-86,0,1544786668420,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-96,0,1544786668443,127,2
22:49:9B:9D:12:A2,255,10,NA,1,-78,0,1544786668446,127,0
07:F9:BE:1F:FA:16,255,10,NA,1,-88,0,1544786668449,127,0
0A:38:E2:23:B9:E9,255,10,NA,1,-89,0,1544786668453,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-94,0,1544786668463,127,2
3E:00:BB:3D:53:31,255,10,NA,1,-88,0,1544786668466,127,0
15:12:16:8D:20:A8,255,10,NA,1,-79,0,1544786668470,127,0
12:CC:0B:CA:C5:B7,255,10,NA,1,-89,0,1544786668478,127,0
21:92:C5:30:8E:2A,255,10,NA,1,-89,0,1544786668481,127,0
D8:E0:E1:1B:9B:65,255,10,NA,1,-88,0,1544786668508,127,0
3C:3A:9C:46:BB:3B,255,10,NA,1,-95,0,1544786668512,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-95,0,1544786668529,127,2
22:49:9B:9D:12:A2,255,10,NA,1,-84,0,1544786668535,127,0
0A:38:E2:23:B9:E9,255,10,NA,1,-97,0,1544786668545,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-81,0,1544786668560,127,0
13:B4:0F:9F:FB:90,255,10,NA,1,-95,0,1544786668569,127,0
0E:D5:10:71:AD:FD,255,10,NA,1,-88,0,1544786668573,127,0
15:12:16:8D:20:A8,255,10,NA,1,-84,0,1544786668576,127,0
