adress,bond,name,rssi,time,type
22:22:8E:C5:74:E7,10,NU200_D8E294,-95,1544786190608,1
C8:28:32:2E:06:2B,10,ISIMIBOX,-97,1544786192110,3
48:9A:FE:3A:A3:78,10,NA,-99,1544786194489,2
45:53:43:05:03:E1,10,NA,-88,1544786194520,2
78:4F:43:95:4E:31,10,NA,-87,1544786194528,2
57:C1:A2:B9:7B:52,10,NA,-75,1544786194535,2
48:3F:8D:C6:9E:48,10,NA,-88,1544786194540,2
48:4A:A3:CE:EE:AD,10,NA,-78,1544786194548,2
CE:76:A2:01:AA:EC,10,NOTCH 28.,-98,1544786194565,2
5B:15:EA:F1:D5:A4,10,NA,-96,1544786194573,2
46:3E:48:28:45:4C,10,NA,-87,1544786194575,2
4D:80:63:A1:8D:D1,10,NA,-89,1544786194597,2
6F:B8:01:87:22:40,10,NA,-87,1544786194641,2
6E:84:18:8B:65:5D,10,NA,-72,1544786194647,2
EF:29:62:C3:7F:8A,10,NOTCH 28,-86,1544786194716,2
78:4F:43:95:4E:31,10,NA,-92,1544786194726,2
48:4A:A3:CE:EE:AD,10,NA,-75,1544786194808,2
6E:84:18:8B:65:5D,10,NA,-72,1544786194837,2
6F:B8:01:87:22:40,10,NA,-76,1544786194918,2
4B:6C:DD:B0:03:3C,10,NA,-84,1544786194966,2
4D:80:63:A1:8D:D1,10,NA,-87,1544786194978,2
48:4A:A3:CE:EE:AD,10,NA,-81,1544786195082,2
5B:15:EA:F1:D5:A4,10,NA,-93,1544786195100,2
4D:80:63:A1:8D:D1,10,NA,-84,1544786195148,2
6F:B8:01:87:22:40,10,NA,-80,1544786195203,2
EF:29:62:C3:7F:8A,10,NOTCH 28,-94,1544786195212,2
48:3F:8D:C6:9E:48,10,NA,-80,1544786195351,2
5B:15:EA:F1:D5:A4,10,NA,-90,1544786195383,2
6E:84:18:8B:65:5D,10,NA,-78,1544786195390,2
45:53:43:05:03:E1,10,NA,-93,1544786195438,2
EF:29:62:C3:7F:8A,10,NOTCH 28,-88,1544786195475,2
6F:B8:01:87:22:40,10,NA,-75,1544786195492,2
4B:6C:DD:B0:03:3C,10,NA,-87,1544786195499,2
EC:79:FC:3A:52:7A,10,NA,-94,1544786195522,2
6E:84:18:8B:65:5D,10,NA,-84,1544786195570,2
40:72:65:A4:47:CD,10,NA,-87,1544786195837,2
D0:03:4B:27:B7:33,10,NA,-101,1544786195911,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-94,1544786197175,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-81,1544786198677,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-73,1544786201288,3
EC:4F:7D:A8:4A:F7,10,NA,-96,1544786201693,2
54:D1:86:76:89:93,10,NA,-87,1544786201704,2
5C:E3:28:FE:0E:EE,10,NA,-91,1544786201719,2
F4:0F:24:3A:4F:5A,10,NA,-84,1544786201783,2
68:16:DD:A0:68:AE,10,NA,-87,1544786201807,2
EC:E5:0D:CA:94:E2,10,NA,-87,1544786201905,2
68:16:DD:A0:68:AE,10,NA,-89,1544786201997,2
EC:DC:D3:18:77:9B,10,NA,-97,1544786202020,2
EC:10:63:63:0D:9E,10,NA,-96,1544786202028,2
4D:80:63:A1:8D:D1,10,NA,-67,1544786202093,2
F4:0F:24:3A:4F:5A,10,NA,-84,1544786202128,2
F4:0F:24:3A:4F:5A,10,NA,-87,1544786202239,2
48:4A:A3:CE:EE:AD,10,NA,-67,1544786202426,2
6F:B8:01:87:22:40,10,NA,-73,1544786202612,2
4D:80:63:A1:8D:D1,10,NA,-68,1544786202830,2
6E:84:18:8B:65:5D,10,NA,-64,1544786202892,2
6F:B8:01:87:22:40,10,NA,-63,1544786203161,2
F4:0F:24:3A:4F:5A,10,NA,-84,1544786204203,2
EC:08:9C:E1:18:36,10,NA,-87,1544786219469,2
EC:91:28:A9:C9:09,10,NA,-96,1544786219671,2
EC:BB:E9:A7:38:CD,10,NA,-87,1544786219773,2
EC:B3:56:F2:BB:14,10,NA,-82,1544786219803,2
EC:96:D6:EC:F2:13,10,NA,-85,1544786219974,2
01:65:E5:16:F8:E3,10,NA,-97,1544786219991,2
EC:63:E8:D7:3B:3E,10,NA,-91,1544786220115,2
EC:2A:B9:6B:46:0B,10,NA,-84,1544786220952,2
68:16:DD:A0:68:AE,10,NA,-84,1544786221321,2
78:4F:43:9A:52:DD,10,Jun의 MacBook Pro,-89,1544786226365,3
0C:A6:94:1D:DC:4F,10,HK Nova,-85,1544786226382,1
EC:6C:09:40:DF:4C,10,NA,-91,1544786226722,2
01:65:E5:16:F8:E3,10,NA,-95,1544786226929,2
EC:2A:B9:6B:46:0B,10,NA,-97,1544786226996,2
EC:B3:56:F2:BB:14,10,NA,-92,1544786227883,2
EC:08:9C:E1:18:36,10,NA,-80,1544786228556,2
EC:91:28:A9:C9:09,10,NA,-87,1544786228745,2
5D:3C:5E:4A:36:8F,10,NA,-100,1544786228769,2
EC:BB:E9:A7:38:CD,10,NA,-86,1544786228845,2
EC:63:E8:D7:3B:3E,10,NA,-86,1544786229177,2
