adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
17:B5:97:3E:1D:28,255,10,NA,1,-87,0,1544786100321,127,0
06:B9:23:18:43:A6,255,10,NA,1,-89,0,1544786100323,127,0
0B:B1:03:5C:57:D1,255,10,NA,1,-97,0,1544786100325,127,0
45:E6:FD:FE:83:35,255,10,NA,1,-98,0,1544786102384,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-95,0,1544786108285,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-78,0,1544786110302,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-95,0,1544786110606,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-90,0,1544786110607,127,0
62:D2:44:AC:6E:CA,255,10,NA,1,-85,0,1544786110610,127,2
EF:C3:BC:04:55:5C,255,10,NA,1,-90,0,1544786110611,127,0
04:FF:5F:2B:CA:03,255,10,NA,1,-86,0,1544786110612,127,0
05:23:C2:0E:30:F9,255,10,NA,1,-93,0,1544786110613,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-82,0,1544786110623,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-90,0,1544786110674,127,0
57:47:04:AD:A5:FB,255,10,NA,1,-77,0,1544786110702,127,2
01:65:E5:16:F8:E3,255,10,NA,1,-74,0,1544786110706,127,2
04:FF:5F:2B:CA:03,255,10,NA,1,-85,0,1544786110718,127,0
05:23:C2:0E:30:F9,255,10,NA,1,-98,0,1544786110722,127,0
0A:85:A5:B0:C6:E2,255,10,NA,1,-94,0,1544786110725,127,0
18:65:01:28:05:A9,255,10,NA,1,-77,0,1544786110736,127,0
64:C7:56:92:BE:10,255,10,NA,1,-78,0,1544786110768,127,2
40:16:3B:51:C8:CF,255,10,NA,1,-88,0,1544786110771,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-86,0,1544786110776,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-89,0,1544786110782,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-89,0,1544786110785,127,0
D0:03:4B:27:B7:33,255,10,NA,1,-77,0,1544786110841,127,3
18:65:01:28:05:A9,255,10,NA,1,-76,0,1544786110843,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-94,0,1544786110846,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-77,0,1544786110873,127,2
66:F7:83:15:6B:6E,255,10,NA,1,-84,0,1544786110925,127,2
E4:7D:BD:2C:B8:69,255,10,NA,1,-96,0,1544786110930,127,0
18:65:01:28:05:A9,255,10,NA,1,-75,0,1544786110933,127,0
62:D2:44:AC:6E:CA,255,10,NA,1,-95,0,1544786110953,127,2
EC:B3:56:F2:BB:14,255,10,NA,1,-99,0,1544786110991,127,2
EF:C3:BC:04:55:5C,255,10,NA,1,-94,0,1544786110994,127,0
18:65:01:28:05:A9,255,10,NA,1,-73,0,1544786111035,127,0
57:47:04:AD:A5:FB,255,10,NA,1,-91,0,1544786111061,127,2
37:65:C1:E9:E6:4E,255,10,NA,1,-99,0,1544786111101,127,0
46:3E:48:28:45:4C,255,10,NA,1,-89,0,1544786111120,127,2
05:23:C2:0E:30:F9,255,10,NA,1,-95,0,1544786111135,127,0
0A:85:A5:B0:C6:E2,255,10,NA,1,-87,0,1544786111169,127,0
66:F7:83:15:6B:6E,255,10,NA,1,-85,0,1544786111213,127,2
CD:96:D0:2D:C3:7C,255,10,NA,1,-93,0,1544786111217,127,0
37:65:C1:E9:E6:4E,255,10,NA,1,-100,0,1544786111222,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-79,0,1544786111225,127,0
57:47:04:AD:A5:FB,255,10,NA,1,-85,0,1544786111241,127,2
4C:56:1B:FD:D9:EB,255,10,NA,1,-89,0,1544786111244,127,0
04:FF:5F:2B:CA:03,255,10,NA,1,-81,0,1544786111247,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-78,0,1544786111250,127,2
0A:85:A5:B0:C6:E2,255,10,NA,1,-85,0,1544786111252,127,0
18:65:01:28:05:A9,255,10,NA,1,-86,0,1544786111255,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-84,0,1544786111257,127,0
54:F0:97:D3:D8:1C,255,10,NA,1,-91,0,1544786111294,127,2
64:C7:56:92:BE:10,255,10,NA,1,-82,0,1544786111305,127,2
C0:01:CA:1F:4B:58,255,10,NA,1,-97,0,1544786111309,127,0
62:D2:44:AC:6E:CA,255,10,NA,1,-92,0,1544786111354,127,2
5A:EB:24:BB:09:64,255,10,NA,1,-90,0,1544786111363,127,2
FB:82:C6:98:FD:89,255,10,NA,1,-89,0,1544786111366,127,0
18:65:01:28:05:A9,255,10,NA,1,-78,0,1544786111374,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-95,0,1544786111377,127,0
D0:03:4B:27:B7:33,255,10,NA,1,-71,0,1544786111392,127,3
CD:96:D0:2D:C3:7C,255,10,NA,1,-94,0,1544786111402,127,0
57:47:04:AD:A5:FB,255,10,NA,1,-79,0,1544786111431,127,2
C0:48:E6:AA:DA:A5,255,10,NA,1,-83,0,1544786111434,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-74,0,1544786111436,127,2
66:F7:83:15:6B:6E,255,10,NA,1,-80,0,1544786111448,127,2
18:65:01:28:05:A9,255,10,NA,1,-79,0,1544786111470,127,0
D9:3E:3E:64:1D:49,255,10,NA,1,-92,0,1544786111472,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-96,0,1544786111494,127,0
4C:56:1B:FD:D9:EB,255,10,NA,1,-89,0,1544786111500,127,0
62:D2:44:AC:6E:CA,255,10,NA,1,-87,0,1544786111560,127,2
0A:85:A5:B0:C6:E2,255,10,NA,1,-96,0,1544786111565,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-93,0,1544786111620,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-96,0,1544786111658,127,2
04:FF:5F:2B:CA:03,255,10,NA,1,-83,0,1544786111672,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-96,0,1544786111674,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-80,0,1544786111676,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-95,0,1544786111692,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-95,0,1544786111694,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-80,0,1544786111737,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-90,0,1544786111741,127,0
D0:03:4B:27:B7:33,255,10,NA,1,-78,0,1544786111755,127,3
0A:85:A5:B0:C6:E2,255,10,NA,1,-87,0,1544786111758,127,0
04:FF:5F:2B:CA:03,255,10,NA,1,-90,0,1544786111769,127,0
00:AE:10:EE:7E:47,255,10,NA,1,-95,0,1544786111772,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-87,0,1544786111774,127,0
18:65:01:28:05:A9,255,10,NA,1,-78,0,1544786111776,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-74,0,1544786111792,127,2
2F:50:29:73:04:6A,255,10,NA,1,-95,0,1544786111794,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-87,0,1544786111820,127,0
64:C7:56:92:BE:10,255,10,NA,1,-85,0,1544786111852,127,2
E4:7D:BD:2C:B8:69,255,10,NA,1,-91,0,1544786111855,127,0
18:65:01:28:05:A9,255,10,NA,1,-79,0,1544786111894,127,0
5A:EB:24:BB:09:64,255,10,NA,1,-104,0,1544786111903,127,2
D9:3E:3E:64:1D:49,255,10,NA,1,-96,0,1544786111906,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-85,0,1544786111908,127,0
2F:50:29:73:04:6A,255,10,NA,1,-98,0,1544786111910,127,0
05:23:C2:0E:30:F9,255,10,NA,1,-90,0,1544786111970,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-76,0,1544786111973,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-85,0,1544786112003,127,0
2F:50:29:73:04:6A,255,10,NA,1,-103,0,1544786112006,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-90,0,1544786112028,127,0
05:23:C2:0E:30:F9,255,10,NA,1,-99,0,1544786112067,127,0
04:FF:5F:2B:CA:03,255,10,NA,1,-95,0,1544786112074,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-90,0,1544786112090,127,0
17:B5:97:3E:1D:28,255,10,NA,1,-95,0,1544786112093,127,0
18:65:01:28:05:A9,255,10,NA,1,-78,0,1544786112098,127,0
64:C7:56:92:BE:10,255,10,NA,1,-85,0,1544786112112,127,2
D9:3E:3E:64:1D:49,255,10,NA,1,-88,0,1544786112115,127,0
EC:2A:B9:6B:46:0B,255,10,NA,1,-93,0,1544786112124,127,2
D0:03:4B:27:B7:33,255,10,NA,1,-71,0,1544786112133,127,3
D4:6F:6D:FC:59:95,255,10,NA,1,-87,0,1544786112135,127,0
40:16:3B:51:C8:CF,255,10,NA,1,-85,0,1544786112137,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-89,0,1544786112160,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-74,0,1544786112162,127,2
0A:85:A5:B0:C6:E2,255,10,NA,1,-93,0,1544786112174,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-80,0,1544786112198,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-100,0,1544786112234,127,0
66:F7:83:15:6B:6E,255,10,NA,1,-78,0,1544786112263,127,2
40:16:3B:51:C8:CF,255,10,NA,1,-73,0,1544786112280,127,0
04:FF:5F:2B:CA:03,255,10,NA,1,-78,0,1544786112294,127,0
D0:03:4B:27:B7:33,255,10,NA,1,-71,0,1544786112309,127,3
F2:4A:DA:F2:96:9A,255,10,NA,1,-95,0,1544786112312,127,0
18:65:01:28:05:A9,255,10,NA,1,-88,0,1544786112315,127,0
