adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
68:D5:EA:A1:BC:CC,255,10,NA,1,-90,0,1544786637960,127,0
4D:0B:AB:63:E8:C6,255,10,NA,1,-83,0,1544786642010,127,2
1A:C1:4A:18:08:E0,255,10,NA,1,-93,0,1544786647962,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-68,0,1544786647965,127,0
70:30:38:E7:21:9A,255,10,NA,1,-88,0,1544786649970,127,0
78:4F:43:8C:BE:E3,255,10,NA,1,-91,0,1544786649988,127,0
5A:E5:C3:42:20:EE,255,10,NA,1,-91,0,1544786650254,127,2
28:C1:82:D5:EA:3C,255,10,NA,1,-95,0,1544786650299,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-84,0,1544786650302,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-91,0,1544786650370,127,0
E0:FE:13:46:36:D6,255,10,AirCube 000006A6,1,-92,0,1544786650397,127,2
CD:4D:12:A9:0A:A2,255,10,NA,1,-95,0,1544786650401,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-70,0,1544786650431,127,0
4D:0B:AB:63:E8:C6,255,10,NA,1,-77,0,1544786650450,127,2
70:30:38:E7:21:9A,255,10,NA,1,-89,0,1544786650459,127,2
78:4F:43:8C:BE:E3,255,10,NA,1,-86,0,1544786650466,127,2
36:FF:0C:3B:7B:1D,255,10,NA,1,-94,0,1544786650468,127,0
6A:E5:CF:E3:2A:C8,255,10,NA,1,-85,0,1544786650500,127,2
28:C1:82:D5:EA:3C,255,10,NA,1,-93,0,1544786650506,127,0
78:4F:43:8C:BE:E3,255,10,NA,1,-88,0,1544786650553,127,2
70:30:38:E7:21:9A,255,10,NA,1,-87,0,1544786650561,127,2
C0:48:E6:AA:DA:A5,255,10,NA,1,-66,0,1544786650581,127,0
65:7D:48:DF:38:0C,255,10,NA,1,-91,0,1544786650595,127,2
78:4F:43:8C:BE:E3,255,10,NA,1,-89,0,1544786650601,127,2
EC:6C:09:40:DF:4C,255,10,NA,1,-103,0,1544786650610,127,2
E4:7D:BD:2C:B8:69,255,10,NA,1,-88,0,1544786650613,127,0
D9:3E:3E:64:1D:49,255,10,NA,1,-92,0,1544786650618,127,0
28:C1:82:D5:EA:3C,255,10,NA,1,-91,0,1544786650620,127,0
70:30:38:E7:21:9A,255,10,NA,1,-87,0,1544786650628,127,2
0A:38:E2:23:B9:E9,255,10,NA,1,-89,0,1544786650686,127,0
70:30:38:E7:21:9A,255,10,NA,1,-85,0,1544786650714,127,2
70:30:38:E7:21:9A,255,10,NA,1,-85,0,1544786650732,127,2
78:4F:43:8C:BE:E3,255,10,NA,1,-85,0,1544786650740,127,2
28:C1:82:D5:EA:3C,255,10,NA,1,-98,0,1544786650742,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-71,0,1544786650745,127,0
70:30:38:E7:21:9A,255,10,NA,1,-86,0,1544786650852,127,2
D4:6F:6D:FC:59:95,255,10,NA,1,-91,0,1544786650852,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-80,0,1544786650854,127,0
1A:C1:4A:18:08:E0,255,10,NA,1,-86,0,1544786650855,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-94,0,1544786650856,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-93,0,1544786650856,127,0
4C:70:4C:7D:74:A2,255,10,NA,1,-91,0,1544786650860,127,2
E0:FE:13:46:36:D6,255,10,AirCube 000006A6,1,-92,0,1544786650861,127,2
D9:3E:3E:64:1D:49,255,10,NA,1,-111,0,1544786650862,127,0
54:F0:97:D3:D8:1C,255,10,NA,1,-73,0,1544786650868,127,2
CD:96:D0:2D:C3:7C,255,10,NA,1,-97,0,1544786650869,127,0
28:C1:82:D5:EA:3C,255,10,NA,1,-101,0,1544786650870,127,0
6A:E5:CF:E3:2A:C8,255,10,NA,1,-92,0,1544786650876,127,2
0A:38:E2:23:B9:E9,255,10,NA,1,-93,0,1544786650889,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-72,0,1544786650890,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-103,0,1544786650933,127,0
EC:2A:B9:6B:46:0B,255,10,NA,1,-96,0,1544786650945,127,2
D4:6F:6D:FC:59:95,255,10,NA,1,-89,0,1544786650952,127,0
CD:96:D0:2D:C3:7C,255,10,NA,1,-94,0,1544786651036,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-96,0,1544786651040,127,0
01:65:E5:16:F8:E3,255,10,NA,1,-97,0,1544786651073,127,2
1A:C1:4A:18:08:E0,255,10,NA,1,-92,0,1544786651077,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-93,0,1544786651156,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-76,0,1544786651209,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-95,0,1544786651213,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-93,0,1544786651216,127,0
28:C1:82:D5:EA:3C,255,10,NA,1,-95,0,1544786651242,127,0
0A:38:E2:23:B9:E9,255,10,NA,1,-95,0,1544786651315,127,0
65:7D:48:DF:38:0C,255,10,NA,1,-90,0,1544786651330,127,2
28:C1:82:D5:EA:3C,255,10,NA,1,-86,0,1544786651351,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-71,0,1544786651361,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-94,0,1544786651383,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-95,0,1544786651396,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-89,0,1544786651446,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-91,0,1544786651449,127,0
70:30:38:E7:21:9A,255,10,NA,1,-89,0,1544786651493,127,2
